,26_08_2016,,,,2_09_2016,,,,6_9_206,,,,9_9_2016,,,,23_9_2016,,,,27_9_2016,,,,7_10_2016,,,,11_10_2016,,,,14_10_2016,,,,21_10_2016,,,,24_10_2016,,,,28_10_2016,,,,1_11_2016,,,,4_11_2016,,,,8_11_2016,,,,11_11_2016,,,,15_11_2016,,,,18_11_2016,,,,25_11_2016,,,,29_11_2016,,,,2_12_2016,,,
,XSW,XNW,XNE,XSE,XSW,XNW,XNE,XSE,XSW,XNW,XNE,XSE,XSW,XNW,XNE,XSE,XSW,XNW,XNE,XSE,XSW,XNW,XNE,XSE,XSW,XNW,XNE,XSE,XSW,XNW,XNE,XSE,XSW,XNW,XNE,XSE,XSW,XNW,XNE,XSE,XSW,XNW,XNE,XSE,XSW,XNW,XNE,XSE,XSW,XNW,XNE,XSE,XSW,XNW,XNE,XSE,XSW,XNW,XNE,XSE,XSW,XNW,XNE,XSE,XSW,XNW,XNE,XSE,XSW,XNW,XNE,XSE,XSW,XNW,XNE,XSE,XSW,XNW,XNE,XSE,XSW,XNW,XNE,XSE
50,1151,1011,4814,4814,903,830,4705,4685,808.5253629,931.8096241,4790.066537,4885.321179,669.3103352,857.8684343,4928.100695,4813.830768,597.5711207,839.8161555,4568.742896,4508.334774,714.2856007,893.4342003,4709.095726,4660.002896,726.6230677,948.7870766,4675.797197,4615.399131,884.8022091,956.3075224,4831.825654,4771.447652,981.5842492,1096.698743,4931.820324,4871.409742,873.7331246,1073.041402,4834.792319,4850.273549,871.3912141,1044.119064,4764.609753,4704.45156,876.6161161,1152.17344,4947.465142,4823.712223,806.8575805,1025.956076,4809.514798,4704.413276,1017.572527,1163.167876,4911.095569,4790.545947,936.935736,1079.869541,4720,4720,867.2007584,1080.054469,4794.053553,4673.341655,905.7656817,1109.626631,4765.638599,4705.472586,903.2030901,1035.617218,4766.033888,4645.393207,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
51,5231,5171,619,775,903,830,4705,4685,838.224847,855.0549614,4782.188858,4802.071796,776.501242,846.7068161,4856.772829,4782.438279,593.739007,786.0956663,4538,4538,762.9081774,881.4701427,4585.218253,4599.378479,726.6230677,948.7870766,4675.797197,4615.399131,884.8022091,956.3075224,4831.825654,4771.447652,967.9703195,1088.394554,4879.149154,4866.301754,873.7331246,1073.041402,4834.792319,4850.273549,871.3912141,1044.119064,4764.609753,4704.45156,876.6161161,1152.17344,4947.465142,4823.712223,806.8575805,1025.956076,4809.514798,4704.413276,1016.706614,1203.476399,4927.071161,4806.532762,804.4892886,1106.435461,4722.337865,4736.917887,877.394817,1051.649379,4748.180261,4730.230747,908.2548669,1051.248503,4807.109504,4686.246919,903.2030901,1035.617218,4766.033888,4645.393207,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
52,1138,997,4805,4805,903,830,4705,4685,866.3322056,917.0781905,4817.059411,4771.054529,731.8290566,851.667335,4867.020768,4829.2942,617.3822884,768.3879932,4597.927816,4519.23268,779.5941981,938.1624443,4662.342694,4621.109846,726.6230677,948.7870766,4675.797197,4615.399131,884.8022091,956.3075224,4831.825654,4771.447652,967.4703579,1110.850869,4930.894496,4870.287946,925.8497145,1078.808952,4979.804033,4919.586562,871.3912141,1044.119064,4764.609753,4704.45156,876.6161161,1152.17344,4947.465142,4823.712223,806.8575805,1025.956076,4809.514798,4704.413276,1016.706614,1203.476399,4927.071161,4806.532762,821.2998566,1037.914992,4732.791408,4672.467314,853.9334541,1068.780714,4778.990957,4658.412556,908.2548669,1051.248503,4807.109504,4686.246919,903.2030901,1035.617218,4766.033888,4645.393207,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
53,1154,1017,4806,4806,903,830,4705,4685,827.645888,905.968231,4824.448504,4838.734253,726.4369035,826.8298198,4891.346097,4798.718921,617.3822884,768.3879932,4597.927816,4519.23268,776.5175385,876.5290316,4717.351038,4635.785113,773.938713,942.2911958,4590.744567,4598.246198,914.8137702,1062.996141,4759,4759,1025.071018,1149.490857,4930.739183,4870.547024,945.4539883,1113.123641,4943.861594,4883.384521,884.6549144,1061.744213,4754.688384,4694.533,876.6161161,1152.17344,4947.465142,4823.712223,882.0067792,1021.253943,4829.949482,4709.553929,1056.412012,1182.834968,4932.159698,4811.598239,856.4057953,1074.080118,4695,4695,914.5862074,1073.084151,4785.636467,4688.752794,822.7384712,1120.32683,4811.253244,4703.813961,801.5959825,1088.016977,4805.089043,4616.693434,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
54,1132,1023,4788,4788,903,830,4705,4685,880,880,4816.776635,4835.352073,777,777,4898.441995,4788.516448,617.3822884,768.3879932,4597.927816,4519.23268,781.0403036,905.9645783,4604.562155,4611.270851,773.938713,942.2911958,4590.744567,4598.246198,914.8137702,1062.996141,4759,4759,1028.809617,1155.596236,4864.188235,4866.773872,948.3276136,1100.202801,4884.487836,4861.951906,884.6549144,1061.744213,4754.688384,4694.533,783.996417,1086.314619,4923.416902,4809.461722,882.0067792,1021.253943,4829.949482,4709.553929,936.7758449,1244.735424,4913.895651,4853.387642,883.1079301,1034.888055,4671.115615,4657.770864,933.0228103,1079.77676,4752.4285,4658.430658,925.1231009,1106.285241,4797.778421,4697.507062,801.5959825,1088.016977,4805.089043,4616.693434,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
55,1107,1002,4829,4890,903,830,4705,4685,860.691293,866.5639182,4800.830565,4798.861475,807,807,4840.225544,4826.851312,601.4748765,784.0745721,4516,4516,688.2659313,942.1699507,4625.514261,4605.680104,773.938713,942.2911958,4590.744567,4598.246198,914.8137702,1062.996141,4759,4759,1019.974124,1124.055126,4837.662352,4857.68578,915.4729575,1074.270704,4849.474879,4817.974414,902.243553,1030.047051,4717,4717,783.996417,1086.314619,4923.416902,4809.461722,886.5887583,956.9906027,4854.244189,4771.965265,1022.952301,1190.227068,4902.222701,4788.442249,749.305161,990.9917224,4787.895636,4603.919498,938.7235035,999.1212858,4739.104016,4679.379408,925.1231009,1106.285241,4797.778421,4697.507062,801.5959825,1088.016977,4805.089043,4616.693434,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
56,1091,923,4854,4907,903,830,4705,4685,840.3975323,921.7494635,4825.3075,4805.517728,696.6631682,870.9792887,4896.591379,4854.302778,646.3812757,846.7534009,4549.062026,4528.360391,715.3446161,953.2538493,4612.917719,4636.352999,786.2652322,953.7777788,4668.645556,4621.753479,868.4199588,1015.348156,4778.762816,4738.667366,939.688421,1156.305681,4872,4872,921.7581503,1120.677077,4911.696158,4851.546798,902.243553,1030.047051,4717,4717,783.996417,1086.314619,4923.416902,4809.461722,903.6049959,1010.54834,4848.998977,4755.086101,968.799643,1190.51314,5010.294278,4829.018927,792.7024911,1042.534654,4676,4676,934,1077.220116,4841.94112,4660.558249,925.1231009,1106.285241,4797.778421,4697.507062,801.5959825,1088.016977,4805.089043,4616.693434,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
57,1152,1102,590,580,903,830,4705,4685,854.8194288,910.0649001,4811.662548,4821.768448,727.6708992,824.7740986,4858.694093,4802.591662,646.3812757,846.7534009,4549.062026,4528.360391,795.9719583,923.9726908,4640.135811,4671.569686,786.2652322,953.7777788,4668.645556,4621.753479,868.4199588,1015.348156,4778.762816,4738.667366,1017.499078,1143.754658,4861.645822,4922.893635,935.5083119,1099.57242,4854,4854,851.8572065,972.4346558,4794.32849,4738.943801,956.0261784,1137.276404,4867.953339,4801.78615,903.6049959,1010.54834,4848.998977,4755.086101,968.799643,1190.51314,5010.294278,4829.018927,781.2107435,1083.313131,4708.226772,4635.400243,934,1077.220116,4841.94112,4660.558249,925.1231009,1106.285241,4797.778421,4697.507062,801.5959825,1088.016977,4805.089043,4616.693434,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
58,1116,996,4751,4811,903,830,4705,4685,859.1144804,931.0852293,4797.723598,4759.014294,706.234913,856.682449,4944.789469,4784.482714,646.3812757,846.7534009,4549.062026,4528.360391,759.5596772,919.0126763,4733.045238,4691.053085,779.1640399,954.6814279,4654.478753,4604.215039,868.4199588,1015.348156,4778.762816,4738.667366,1003.113416,1095.894885,4961.20062,4872.230105,964.9097317,1085.605819,4871.287408,4856.212899,851.8572065,972.4346558,4794.32849,4738.943801,956.0261784,1137.276404,4867.953339,4801.78615,911.1576491,1034.681022,4800.780088,4724.850988,968.799643,1190.51314,5010.294278,4829.018927,828.5124414,1069.927567,4730.539881,4668.366968,934,1077.220116,4841.94112,4660.558249,925.1231009,1106.285241,4797.778421,4697.507062,801.5959825,1088.016977,4805.089043,4616.693434,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
59,1130,994,4857,4917,903,830,4705,4685,836.6876563,906.2530528,4792.862686,4791.771929,705.2971221,827.7784822,4921.486234,4768.949439,646.3812757,846.7534009,4549.062026,4528.360391,728.1045696,911.7803796,4658.379514,4667.900785,779.1640399,954.6814279,4654.478753,4604.215039,868.4199588,1015.348156,4778.762816,4738.667366,1003.113416,1095.894885,4961.20062,4872.230105,964.9097317,1085.605819,4871.287408,4856.212899,851.8572065,972.4346558,4794.32849,4738.943801,956.0261784,1137.276404,4867.953339,4801.78615,911.1576491,1034.681022,4800.780088,4724.850988,968.799643,1190.51314,5010.294278,4829.018927,828.5124414,1069.927567,4730.539881,4668.366968,934,1077.220116,4841.94112,4660.558249,925.1231009,1106.285241,4797.778421,4697.507062,801.5959825,1088.016977,4805.089043,4616.693434,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
60,1146,995,4837,4837,903,830,4705,4685,859.1203915,888.5626946,4761.741531,4746.014529,733.7359921,825.6655885,4888.484982,4749.900874,626.6573987,834.3498578,4573.876776,4519.273972,785.4489745,919.1077511,4622.329872,4622.224969,771.9184223,971.7749903,4622.430912,4602.367255,913.6604867,1034.701383,4823.334625,4802.170316,1012.36484,1138.753207,4832.55444,4863.166998,934.695503,1080.874636,4914.749342,4861.007779,856.662586,1071.978815,4746.761866,4709.143412,956.0261784,1137.276404,4867.953339,4801.78615,881.341278,1029.115789,4794.932022,4749.302001,968.799643,1190.51314,5010.294278,4829.018927,784.409206,1086.244866,4716.482895,4677.827194,934,1077.220116,4841.94112,4660.558249,925.1231009,1106.285241,4797.778421,4697.507062,801.5959825,1088.016977,4805.089043,4616.693434,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
